id,name,year,citationcount,affiliation
p0232,Benjamin Bach,2019,4,"University of Edinburgh, Edinburgh, United Kingdom"
p0413,Christine Bell,2019,4,"The University of Edinburgh, Edinburgh, United Kingdom"
p3028,Zezhong Wang,2019,28,"University of Edinburgh, Edinburgh, United Kingdom"
p1012,Harvey Dingwall,2019,28,"University of Edinburgh, Edinburgh, United Kingdom"
p0232,Benjamin Bach,2019,28,"Edinburgh University, Edinburgh, United Kingdom"
p2716,Udo Schlegel,2019,0,
p2834,Wolfgang Jentner,2019,0,
p1406,Juri Buchmüller,2019,0,
p0719,Eren Cakmak,2019,0,
p0895,Giuliano Castiglia,2019,0,
p2201,Renzo Canepa,2019,0,
p2451,Simone Petralli,2019,0,
p1623,Luca Oneto,2019,0,
p0506,Daniel A. Keim,2019,0,
p0583,Davide Anguita,2019,0,
p2895,Xumeng Wang,2019,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
p2638,Tianlong Gu,2019,9,"School of Computer Science and Information Security, Guilin University of Electronic Technology, Guilin, China"
p2866,Xiaonan Luo,2019,9,"School of Computer Science and Information Security, Guilin University of Electronic Technology, Guilin, China"
p2888,Xiwen Cai,2019,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
p2639,Tianyi Lao,2019,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
p2803,Wenlong Chen,2019,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
p2949,Yingcai Wu,2019,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
p1280,Jinhui Yu,2019,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
p2778,Wei Chen,2019,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
p2741,Valentin Bruder,2019,1,"University of Stuttgart, Stuttgart, Germany"
p1530,Kuno Kurzhals,2019,1,"ETH Zurich, Zurich, Switzerland"
p2497,Steffen Frey,2019,1,"University of Stuttgart, Stuttgart, Germany"
p0530,Daniel Weiskopf,2019,1,"University of Stuttgart, Stuttgart, Germany"
p2610,Thomas Ertl,2019,1,"University of Stuttgart, Stuttgart, Germany"
p2694,Tongshuang Wu,2019,34,"University of Washington, Seattle, WA"
p0524,Daniel S. Weld,2019,34,"University of Washington, Seattle, WA"
p1199,Jeffrey Heer,2019,34,"University of Washington, Seattle, WA"
p0282,Bongshin Lee,2019,21,
p1451,Kate Isaacs,2019,21,
p0534,Danielle Albers Szafir,2019,21,
p0852,G E Marai,2019,21,
p0312,Cagatay Turkay,2019,21,
p1802,Melanie Tory,2019,21,
p2400,Sheelagh Carpendale,2019,21,
p0057,Alex Endert,2019,21,
p2606,Theresa-Marie Rhyne,2019,21,
p0801,Florian Frieß,2018,2,"University of Stuttgart, Germany"
p1762,Mathias Landwehr,2018,2,"University of Stuttgart, Germany"
p2741,Valentin Bruder,2018,2,"University of Stuttgart, Germany"
p2497,Steffen Frey,2018,2,"University of Stuttgart, Germany"
p2610,Thomas Ertl,2018,2,"University of Stuttgart, Germany"
p3086,Çagatay Demiralp,2015,7,"IBM Corp, Yorktown Hts, NY 10598 USA"
p1227,Jesse Cirimele,2015,7,"Tangible Play Inc, Palo Alto, CA USA"
p1199,Jeffrey Heer,2015,7,"Univ Washington, Seattle, WA 98195 USA"
p2534,Stuart K. Card,2015,7,"Stanford Univ, Stanford, CA 94305 USA"
p0757,Fabian Beck,2015,12,"Univ Stuttgart, Stuttgart, Germany"
p2582,Tanja Blascheck,2015,12,"Univ Stuttgart, Stuttgart, Germany"
p2610,Thomas Ertl,2015,12,"Univ Stuttgart, Stuttgart, Germany"
p0530,Daniel Weiskopf,2015,12,"Univ Stuttgart, Stuttgart, Germany"
p1304,Johannes Knittel,2019,1,
p2498,Steffen Koch,2019,1,
p2610,Thomas Ertl,2019,1,
p1778,Matthias Kraus,2019,1,
p1406,Juri Buchmüller,2019,1,
p0525,Daniel Schweitzer,2019,1,
p0506,Daniel A. Keim,2019,1,
p1301,Johannes Fuchs,2019,1,
p2741,Valentin Bruder,2019,5,
p0427,Christoph Schulz,2019,5,
p2292,Ruben Bauer,2019,5,
p2497,Steffen Frey,2019,5,
p0530,Daniel Weiskopf,2019,5,
p2610,Thomas Ertl,2019,5,
p2970,Younghoon Kim,2019,7,"University of Washington, Seattle, WA, USA"
p1537,Kyle Thayer,2019,7,"University of Washington, Seattle, WA, USA"
p0855,Gabriella Silva Gorsky,2019,7,"University of Washington, Seattle, WA, USA"
p1199,Jeffrey Heer,2019,7,"University of Washington, Seattle, WA, USA"
p0665,Dylan Cashman,2019,33,"Tufts Univ, Medford, MA 02155 USA"
p2389,Shah Rukh Humayoun,2019,33,"Tufts Univ, Medford, MA 02155 USA"
p0804,Florian Heimerl,2019,33,"Georgia Tech, Atlanta, GA USA"
p1483,Kendall Park,2019,33,"Georgia Tech, Atlanta, GA USA"
p2539,Subhajit Das,2019,33,"Univ Wisconsin, Madison, WI USA"
p1338,John Thompson,2019,33,"Univ Wisconsin, Madison, WI USA"
p0210,Bahador Saket,2019,33,"Univ Wisconsin, Madison, WI USA"
p0017,Abigail Mosca,2019,33,"Tufts Univ, Medford, MA 02155 USA"
p1336,John T. Stasko,2019,33,"Univ Wisconsin, Madison, WI USA"
p0057,Alex Endert,2019,33,"Univ Wisconsin, Madison, WI USA"
p1838,Michael Gleicher,2019,33,"Georgia Tech, Atlanta, GA USA"
p2190,Remco Chang,2019,33,"Tufts Univ, Medford, MA 02155 USA"
p1555,Leilani Battle,2019,86,"Univ Maryland, Dept Comp Sci, College Pk, MD 20742 USA"
p1199,Jeffrey Heer,2019,86,"Univ Washington, Paul G Allen Sch Comp Sci & Engn, Seattle, WA 98195 USA"
p2903,Yang Liu,2019,65,"Univ Washington, Paul G Allen Sch Comp Sci & Engn, Seattle, WA 98195 USA"
p0743,Eunice Jun,2019,65,"Univ Washington, Paul G Allen Sch Comp Sci & Engn, Seattle, WA 98195 USA"
p2138,Qisheng Li,2019,65,"Univ Washington, Paul G Allen Sch Comp Sci & Engn, Seattle, WA 98195 USA"
p1199,Jeffrey Heer,2019,65,"Univ Washington, Paul G Allen Sch Comp Sci & Engn, Seattle, WA 98195 USA"
p1678,Marco Angelini,2019,1,"Sapienza Univ Rome, Rome, Italy"
p1406,Juri Buchmüller,2019,1,"Univ Konstanz, Constance, Germany"
p0506,Daniel A. Keim,2019,1,"Univ Konstanz, Constance, Germany"
p2101,Philipp Meschenmoser,2019,1,"Univ Konstanz, Constance, Germany"
p0899,Giuseppe Santucci,2019,1,"Sapienza Univ Rome, Rome, Italy"
p2970,Younghoon Kim,2019,32,"Univ Washington, Seattle, WA 98195 USA"
p1828,Michael Correll,2019,32,Tableau Research
p1199,Jeffrey Heer,2019,32,"Univ Washington, Seattle, WA 98195 USA"
p1768,Matthew Conlen,2019,22,"Univ Washington, Paul G Allen Sch Comp Sci & Engn, Seattle, WA 98195 USA"
p0060,Alex Kale,2019,22,"Univ Washington, Paul G Allen Sch Comp Sci & Engn, Seattle, WA 98195 USA"
p1199,Jeffrey Heer,2019,22,"Univ Washington, Paul G Allen Sch Comp Sci & Engn, Seattle, WA 98195 USA"
p2247,Robert Krüger,2019,7,"Harvard Univ, Visual Comp Grp, Cambridge, MA 02138 USA"
p2121,Qi Han,2019,7,"Univ Stuttgart, Inst Visualizat & Interact Syst, Stuttgart, Germany"
p1989,Nikolay Ivanov,2019,7,"Univ Stuttgart, Inst Visualizat & Interact Syst, Stuttgart, Germany"
p2334,Sanae Mahtal,2019,7,"Univ Stuttgart, Inst Visualizat & Interact Syst, Stuttgart, Germany"
p0598,Dennis Thom,2019,7,"Univ Stuttgart, Inst Visualizat & Interact Syst, Stuttgart, Germany"
p0992,Hanspeter Pfister,2019,7,"Harvard Univ, Visual Comp Grp, Cambridge, MA 02138 USA"
p2610,Thomas Ertl,2019,7,"Univ Stuttgart, Inst Visualizat & Interact Syst, Stuttgart, Germany"
p1401,Junhua Lu,2019,2,"State Key Lab of CAD&CG, Zhejiang University"
p2855,Xiao Xie,2019,2,"State Key Lab of CAD&CG, Zhejiang University"
p1232,Ji Lan,2019,2,"State Key Lab of CAD&CG, Zhejiang University"
p2573,Tai-Quan Peng,2019,2,"Department of Communication, Michigan State University"
p2778,Wei Chen,2019,2,"State Key Lab of CAD&CG, Zhejiang University"
p2949,Yingcai Wu,2019,2,"State Key Lab of CAD&CG, Zhejiang University"
p0526,Daniel Seebacher,2019,5,
p1791,Maximilian T. Fischer,2019,5,
p2230,Rita Sevastjanova,2019,5,
p0506,Daniel A. Keim,2019,5,
p1812,Mennatallah El-Assady,2019,5,
p1948,Natalia V. Andrienko,2019,0,
p0870,Gennady L. Andrienko,2019,0,
p1341,Jolle W. Jolles,2019,0,
p1766,Matthew Brehmer,2020,50,Microsoft Research
p0282,Bongshin Lee,2020,50,Microsoft Research
p2090,Petra Isenberg,2020,50,Inria
p0742,Eun Kyoung Choe,2020,50,"University of Maryland, College Park"
p1790,Maxime Cordeil,2019,93,Monash University
p0137,Andrew Cunningham,2019,93,University of South Australia
p0232,Benjamin Bach,2019,93,Edinburgh University
p0428,Christophe Hurter,2019,93,ENAC
p0303,Bruce H. Thomas,2019,93,University of South Australia
p1501,Kim Marriott,2019,93,Monash University
p2647,Tim Dwyer,2019,93,ENAC
p0423,Christoph Müiler,2019,3,University of Stuttgart
p1775,Matthias Braun,2019,3,University of Stuttgart
p2610,Thomas Ertl,2019,3,University of Stuttgart
p0229,Benedikt Bäumle,2018,0,"IEEE Conference on Visual Analytics, Science and Technology (VAST), 21-26 October 2018, University of Konstanz, Berlin, Germany"
p1093,Ina Boesecke,2018,0,"IEEE Conference on Visual Analytics, Science and Technology (VAST), 21-26 October 2018, University of Konstanz, Berlin, Germany"
p2174,Raphael Buchmüller,2018,0,"IEEE Conference on Visual Analytics, Science and Technology (VAST), 21-26 October 2018, University of Konstanz, Berlin, Germany"
p2913,Yannick Metz,2018,0,"IEEE Conference on Visual Analytics, Science and Technology (VAST), 21-26 October 2018, University of Konstanz, Berlin, Germany"
p1406,Juri Buchmüller,2018,0,"IEEE Conference on Visual Analytics, Science and Technology (VAST), 21-26 October 2018, University of Konstanz, Berlin, Germany"
p0719,Eren Cakmak,2018,0,"IEEE Conference on Visual Analytics, Science and Technology (VAST), 21-26 October 2018, University of Konstanz, Berlin, Germany"
p2834,Wolfgang Jentner,2018,0,"IEEE Conference on Visual Analytics, Science and Technology (VAST), 21-26 October 2018, University of Konstanz, Berlin, Germany"
p0506,Daniel A. Keim,2018,0,"IEEE Conference on Visual Analytics, Science and Technology (VAST), 21-26 October 2018, University of Konstanz, Berlin, Germany"
p1104,Isabel Piljek,2018,0,"IEEE Conference on Visual Analytics Science and Technology (VAST) 21-26 October 2018, University of Konstanz, Berlin, Germany"
p0894,Giuliana Dehn,2018,0,"IEEE Conference on Visual Analytics Science and Technology (VAST) 21-26 October 2018, University of Konstanz, Berlin, Germany"
p1168,Jannik Frauendorf,2018,0,"IEEE Conference on Visual Analytics Science and Technology (VAST) 21-26 October 2018, University of Konstanz, Berlin, Germany"
p3065,Ziad Salem,2018,0,"IEEE Conference on Visual Analytics Science and Technology (VAST) 21-26 October 2018, University of Konstanz, Berlin, Germany"
p2929,Yerzhan Niyazbayev,2018,0,"IEEE Conference on Visual Analytics Science and Technology (VAST) 21-26 October 2018, University of Konstanz, Berlin, Germany"
p1406,Juri Buchmüller,2018,0,"IEEE Conference on Visual Analytics Science and Technology (VAST) 21-26 October 2018, University of Konstanz, Berlin, Germany"
p0719,Eren Cakmak,2018,0,"IEEE Conference on Visual Analytics Science and Technology (VAST) 21-26 October 2018, University of Konstanz, Berlin, Germany"
p2834,Wolfgang Jentner,2018,0,"IEEE Conference on Visual Analytics Science and Technology (VAST) 21-26 October 2018, University of Konstanz, Berlin, Germany"
p0808,Florian Stoffel,2018,0,"IEEE Conference on Visual Analytics Science and Technology (VAST) 21-26 October 2018, University of Konstanz, Berlin, Germany"
p0506,Daniel A. Keim,2018,0,"IEEE Conference on Visual Analytics Science and Technology (VAST) 21-26 October 2018, University of Konstanz, Berlin, Germany"
p0191,Arvind Satyanarayan,2020,64,Massachusetts Institute of Technology
p0282,Bongshin Lee,2020,64,Microsoft Research
p0649,Donghao Ren,2020,64,"University of California, Santa Barbara"
p1199,Jeffrey Heer,2020,64,University of Washington
p1336,John T. Stasko,2020,64,Georgia Institute of Technology
p1338,John Thompson,2020,64,Georgia Institute of Technology
p1766,Matthew Brehmer,2020,64,Microsoft Research
p3045,Zhicheng Liu,2020,64,Adobe Research
p0845,Fritz Lekschas,2020,20,"Harvard University, Cambridge, MA, USA"
p1820,Michael Behrisch,2020,20,"Harvard University, Cambridge, MA, USA"
p0232,Benjamin Bach,2020,20,"University of Edinburgh, Edinburgh, UK"
p2083,Peter Kerpedjiev,2020,20,"Harvard Medical School, Boston, MA, USA"
p1991,Nils Gehlenborg,2020,20,"Harvard Medical School, Boston, MA, USA"
p0992,Hanspeter Pfister,2020,20,"School of Engineering and Applied Sciences, Harvard University, Cambridge, MA, USA"
p1812,Mennatallah El-Assady,2020,30,"University of Konstanz, Germany"
p2186,Rebecca Kehlbeck,2020,30,"University of Konstanz, Germany"
p0432,Christopher Collins,2020,30,"Ontario Tech University, Canada"
p0506,Daniel A. Keim,2020,30,"University of Konstanz, Germany"
p2010,Oliver Deussen,2020,30,"University of Konstanz, Germany"
p1240,Jiachen Wang,2020,45,State Key Lab of CAD&CGZhejiang University
p1475,Kejian Zhao,2020,45,State Key Lab of CAD&CGZhejiang University
p0584,Dazhen Deng,2020,45,State Key Lab of CAD&CGZhejiang University
p0161,Anqi Cao,2020,45,State Key Lab of CAD&CGZhejiang University
p2855,Xiao Xie,2020,45,State Key Lab of CAD&CGZhejiang University
p3036,Zheng Zhou,2020,45,Department of Sport ScienceZhejiang University
p1069,Hui Zhang,2020,45,Department of Sport ScienceZhejiang University
p2949,Yingcai Wu,2020,45,State Key Lab of CAD&CGZhejiang University
p3066,Zikun Deng,2020,52,State Key Lab of CAD & CGZhejiang University
p0608,Di Weng,2020,52,State Key Lab of CAD & CGZhejiang University
p1243,Jiahui Chen,2020,52,State Key Lab of CAD & CGZhejiang University
p2192,Ren Liu,2020,52,State Key Lab of CAD & CGZhejiang University
p3044,Zhibin Wang,2020,52,Research Center for Air Pollution and HealthZhejiang University
p1266,Jie Bao,2020,52,"JD Intelligent City Research, Beijing, China"
p2974,Yu Zheng,2020,52,"JD Intelligent City Research, Beijing, China"
p2949,Yingcai Wu,2020,52,State Key Lab of CAD & CGZhejiang University
p3006,Yunhai Wang,2020,8,Shandong University
p2870,Xiaowei Chu,2020,8,Shandong University
p1435,Kaiyi Zhang,2020,8,Shandong University
p0366,Chen Bao,2020,8,Shandong University
p2868,Xiaotong Li,2020,8,Shandong University
p1250,Jian Zhang,2020,8,CNICCAS
p0380,Chi-Wing Fu,2020,8,Chinese University of Hong Kong
p0428,Christophe Hurter,2020,8,"ENAC, France"
p2010,Oliver Deussen,2020,8,"Konstanz University, Germany"
p0282,Bongshin Lee,2020,8,Microsoft Research
p1401,Junhua Lu,2019,4,"State Key Lab of CAD&CG, Zhejiang University, China"
p2855,Xiao Xie,2019,4,"State Key Lab of CAD&CG, Zhejiang University, China"
p1232,Ji Lan,2019,4,"State Key Lab of CAD&CG, Zhejiang University, China"
p2573,Tai-Quan Peng,2019,4,"Department of Communication, Michigan State University, United States"
p2949,Yingcai Wu,2019,4,"State Key Lab of CAD&CG, Zhejiang University, China"
p2778,Wei Chen,2019,4,"State Key Lab of CAD&CG, Zhejiang University, China"
p1791,Maximilian T. Fischer,2019,11,"University of Konstanz, , Germany"
p0506,Daniel A. Keim,2019,11,"University of Konstanz, , Germany"
p1662,Manuel Stein,2019,11,"University of Konstanz, , Germany"
p0653,Dongming Han,2019,7,"State Key Lab of CAD and CG, Zhejiang University, Hangzhou, China"
p1241,Jiacheng Pan,2019,7,"State Key Lab of CAD and CG, Zhejiang University, Hangzhou, China"
p0779,Fangzhou Guo,2019,7,"State Key Lab of CAD and CG, Zhejiang University, Hangzhou, China"
p2866,Xiaonan Luo,2019,7,"Guilin University of Electronic Technology, Guilin, China"
p2949,Yingcai Wu,2019,7,"State Key Lab of CAD and CG, Zhejiang University, Hangzhou, China"
p2807,Wenting Zheng,2019,7,"State Key Lab of CAD and CG, Zhejiang University, Hangzhou, China"
p2778,Wei Chen,2019,7,"State Key Lab of CAD and CG, Zhejiang University, Hangzhou, China"
p2672,Tobias Rau,2019,3,University of Stuttgart
p2049,Patrick Gralka,2019,3,University of Stuttgart
p2012,Oliver Fernandes,2019,3,University of Stuttgart
p0930,Guido Reina,2019,3,University of Stuttgart
p2497,Steffen Frey,2019,3,University of Stuttgart
p1059,Houssem Ben Lahmar,2019,1,"University of Stuttgart, Stuttgart, Germany"
p1674,Marcel Hlawatsch,2019,1,"University of Stuttgart, Stuttgart, Germany"
p1825,Michael Burch,2019,1,"Eindhoven University of Technology, Eindhoven, Netherlands"
p1801,Melanie Herschel,2019,1,"University of Stuttgart, Stuttgart, Germany"
p2121,Qi Han,2019,3,"Institute for Visualisation and Interactive Systems, University of Stuttgart, Germany"
p0598,Dennis Thom,2019,3,"Institute for Visualisation and Interactive Systems, University of Stuttgart, Germany"
p1726,Markus John,2019,3,"Institute for Visualisation and Interactive Systems, University of Stuttgart, Germany"
p2498,Steffen Koch,2019,3,"Institute for Visualisation and Interactive Systems, University of Stuttgart, Germany"
p2610,Thomas Ertl,2019,3,"Computer Science Department, University of Wisconsin, Madison, U.S.A."
p0804,Florian Heimerl,2019,3,"Institute for Visualisation and Interactive Systems, University of Stuttgart, Germany"
p1726,Markus John,2018,12,University of Stuttgart
p0680,Eduard Marbach,2018,12,University of Stuttgart
p2499,Steffen Lohmann,2018,12,Fraunhofer Institute for Intelligent Analysis and Information Systems IAIS
p0804,Florian Heimerl,2018,12,"University of Wisconsin-Madison, USA"
p2610,Thomas Ertl,2018,12,University of Stuttgart
p0742,Eun Kyoung Choe,2020,5,"University of Maryland, College Park"
p0282,Bongshin Lee,2020,5,Microsoft Research
p0900,Gleb Tkachev,2021,19,"Visualization Research Center, University of Stuttgart, Stuttgart, Germany"
p2497,Steffen Frey,2021,19,"Visualization Research Center, University of Stuttgart, Stuttgart, Germany"
p2610,Thomas Ertl,2021,19,"Visualization Research Center, University of Stuttgart, Stuttgart, Germany"
p1137,Jaemin Jo,2021,5,"Department of Computer Science and Engineering, Seoul National University, Seoul, Republic of Korea"
p2378,Sehi Lyi,2021,5,"Department of Computer Science and Engineering, Seoul National University, Seoul, Republic of Korea"
p0282,Bongshin Lee,2021,5,"Microsoft Research, Redmond, WA, USA"
p1282,Jinwook Seo,2021,5,"Department of Computer Science and Engineering, Seoul National University, Seoul, Republic of Korea"
p2166,Ramian Fathi,2020,39,"Institute for Public Safety and Emergency Management, University of Wuppertal, Gaußstraße 20, 42119 Wuppertal, Germany"
p0598,Dennis Thom,2020,39,"Institute for Visualization and Interactive Systems, University of Stuttgart, Universitätsstraße 38, 70569 Stuttgart, Germany"
p2498,Steffen Koch,2020,39,"Institute for Visualization and Interactive Systems, University of Stuttgart, Universitätsstraße 38, 70569 Stuttgart, Germany"
p2610,Thomas Ertl,2020,39,"Institute for Visualization and Interactive Systems, University of Stuttgart, Universitätsstraße 38, 70569 Stuttgart, Germany"
p0817,Frank Fiedrich,2020,39,"Institute for Public Safety and Emergency Management, University of Wuppertal, Gaußstraße 20, 42119 Wuppertal, Germany"
p0569,David Pomerenke,2019,9,"University of Konstanz,Germany"
p0837,Frederik L. Dennig,2019,9,"University of Konstanz,Germany"
p0506,Daniel A. Keim,2019,9,"University of Konstanz,Germany"
p1301,Johannes Fuchs,2019,9,"University of Konstanz,Germany"
p1822,Michael Blumenschein,2019,9,"University of Konstanz,Germany"
p1648,Mallika Agarwal,2019,6,"Georgia Institute of Technology,School of Interactive Computing,Atlanta,GA"
p0180,Arjun Srinivasan,2019,6,"Georgia Institute of Technology,School of Interactive Computing,Atlanta,GA"
p1336,John T. Stasko,2019,6,"Georgia Institute of Technology,School of Interactive Computing,Atlanta,GA"
p0712,Emily Wall,2019,28,Georgia Tech
p1336,John T. Stasko,2019,28,Georgia Tech
p0057,Alex Endert,2019,28,Georgia Tech
p2101,Philipp Meschenmoser,2019,0,
p0631,Dominik Herr,2020,0,University of Stuttgart
p1530,Kuno Kurzhals,2020,0,University of Stuttgart
p2610,Thomas Ertl,2020,0,University of Stuttgart
p1778,Matthias Kraus,2019,0,"Univ Konstanz, Constance, Germany"
p1780,Matthias Miller,2019,0,"Univ Konstanz, Constance, Germany"
p1406,Juri Buchmüller,2019,0,"Univ Konstanz, Constance, Germany"
p1662,Manuel Stein,2019,0,"Univ Konstanz, Constance, Germany"
p1986,Niklas Weiler,2019,0,"Univ Konstanz, Constance, Germany"
p0506,Daniel A. Keim,2019,0,"Univ Konstanz, Constance, Germany"
p1812,Mennatallah El-Assady,2019,0,"Univ Konstanz, Constance, Germany"
p0198,Astrik Jeitler,2019,3,"University of Konstanz, Germany"
p0089,Alpin Türkoglu,2019,3,"University of Konstanz, Germany"
p0593,Denis Makarov,2019,3,"University of Konstanz, Germany"
p2654,Timo Jockers,2019,3,"University of Konstanz, Germany"
p1406,Juri Buchmüller,2019,3,"University of Konstanz, Germany"
p2716,Udo Schlegel,2019,3,"University of Konstanz, Germany"
p0506,Daniel A. Keim,2019,3,"University of Konstanz, Germany"
p0179,Arjun Majumdar,2019,0,"University of Konstanz, Germany"
p0872,Gent Ymeri,2019,0,"University of Konstanz, Germany"
p2372,Sebastian Strumbelj,2019,0,"University of Konstanz, Germany"
p1406,Juri Buchmüller,2019,0,"University of Konstanz, Germany"
p2716,Udo Schlegel,2019,0,"University of Konstanz, Germany"
p0506,Daniel A. Keim,2019,0,"University of Konstanz, Germany"
p1304,Johannes Knittel,2019,0,"Institute of Visualization and Interactive Systems, University of Stuttgart"
p2498,Steffen Koch,2019,0,"Institute of Visualization and Interactive Systems, University of Stuttgart"
p2610,Thomas Ertl,2019,0,"Institute of Visualization and Interactive Systems, University of Stuttgart"
p0763,Fabian Nagel,2019,1,"Data Analysis and Visualization Group, University of Konstanz, Germany"
p0895,Giuliano Castiglia,2019,1,"Data Analysis and Visualization Group, University of Konstanz, Germany"
p0867,Gemza Ademaj,2019,1,"Data Analysis and Visualization Group, University of Konstanz, Germany"
p1406,Juri Buchmüller,2019,1,"Data Analysis and Visualization Group, University of Konstanz, Germany"
p2716,Udo Schlegel,2019,1,"Data Analysis and Visualization Group, University of Konstanz, Germany"
p0506,Daniel A. Keim,2019,1,"Data Analysis and Visualization Group, University of Konstanz, Germany"
p2716,Udo Schlegel,2020,3,University of Konstanz
p0719,Eren Cakmak,2020,3,University of Konstanz
p1042,Hiba Arnout,2020,3,Siemens CT Munich and Technical University Munich
p1812,Mennatallah El-Assady,2020,3,University of Konstanz
p0533,Daniela Oelke,2020,3,Siemens CT Munich
p0506,Daniel A. Keim,2020,3,University of Konstanz
p0036,Akshat Shrivastava,2020,3,University of Washington
p1199,Jeffrey Heer,2020,3,University of Washington
p0180,Arjun Srinivasan,2021,15,"Georgia Institute of Technology, Atlanta, GA, USA"
p0282,Bongshin Lee,2021,15,"Microsoft Research, Redmond, WA, USA"
p1335,John T Stasko,2021,15,"Georgia Institute of Technology, Atlanta, GA, USA"
p2298,Ruiyuan Li,2020,9,"School of Computer Science and Technology, Xidian University, Xian, Shaanxi, China"
p2438,Sijie Ruan,2020,9,"School of Computer Science and Technology, Xidian University, Xian, Shaanxi, China"
p1266,Jie Bao,2020,9,"JD Intelligent City Research, JD Urban Computing Business Unit, China"
p2910,Yanhua Li,2020,9,"Computer Science Department, Worcester Polytechnic Institute, Worcester, MA, USA"
p2949,Yingcai Wu,2020,9,"State Key Lab of CAD & CG, Zhejiang University, Zhejiang, China"
p1579,Liang Hong,2020,9,"School of Information Management, Wuhan University Wuhan, Hubei, China"
p2974,Yu Zheng,2020,9,"JD Intelligent City Research, JD Urban Computing Business Unit, China"
p0608,Di Weng,2021,15,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
p2170,Ran Chen,2021,15,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
p1255,Jianhui Zhang,2021,15,"The Hong Kong University of Science and Technology, Hong Kong, China"
p1266,Jie Bao,2021,15,"Urban Computing Business Unit, JD Finance, Beijing, China"
p2974,Yu Zheng,2021,15,"Urban Computing Business Unit, JD Finance, Beijing, China"
p2949,Yingcai Wu,2021,15,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
p2438,Sijie Ruan,2020,11,"Xidian University, Xi'an, Shaanxi, China"
p1266,Jie Bao,2020,11,"JD Intelligent Cities Research, Beijing, China"
p3012,Yuxuan Liang,2020,11,"National University of Singapore, Singapore"
p2298,Ruiyuan Li,2020,11,"Xidian University, Xi'an, Shaanxi, China"
p2637,Tianfu He,2020,11,"Harbin Institue of Technology, Harbin, Heilongjiang, China"
p0457,Chuishi Meng,2020,11,"JD Intelligent Cities Research, Beijing, China"
p2910,Yanhua Li,2020,11,"Worcester Polytechnic Institute, Worcester, Massachusetts, USA"
p2949,Yingcai Wu,2020,11,"Zhejiang University, Hangzhou, Zhejiang, China"
p2974,Yu Zheng,2020,11,"Xidian University, Xi'an, Shaanxi, China."
p1799,Meidiana Amyra,2020,6,University of Sydney
p1050,Hong Seok-Hee,2020,6,University of Sydney
p0669,Eades Peter,2020,6,University of Sydney
p0506,Daniel A. Keim,2020,6,University of Konstanz
p1726,Markus John,2019,1,"Institute for Visualization and Interactive Systems (VIS), University of Stuttgart"
p1530,Kuno Kurzhals,2019,1,"ETH Zürich, Institute of Cartography and Geoinformation, Zürich, Switzerland"
p2610,Thomas Ertl,2019,1,"Institute for Visualization and Interactive Systems (VIS), University of Stuttgart"
p0742,Eun Kyoung Choe,2019,11,
p2158,Raimund Dachselt,2019,11,
p2090,Petra Isenberg,2019,11,
p0282,Bongshin Lee,2019,11,
p1778,Matthias Kraus,2020,19,"University of Konstanz, Konstanz, Germany"
p1462,Katrin Angerbauer,2020,19,"University of Stuttgart, Stuttgart, Germany"
p1406,Juri Buchmüller,2020,19,"University of Konstanz, Konstanz, Germany"
p0525,Daniel Schweitzer,2020,19,"University of Konstanz, Konstanz, Germany"
p0506,Daniel A. Keim,2020,19,"University of Konstanz, Konstanz, Germany"
p1864,Michael Sedlmair,2020,19,"University of Stuttgart, Stuttgart, Germany"
p1301,Johannes Fuchs,2020,19,"University of Konstanz, Konstanz, Germany"
p1790,Maxime Cordeil,2020,26,"Monash University, Melbourne, VIC, Australia"
p0232,Benjamin Bach,2020,26,"Edinburgh University, Edinburgh, United Kingdom"
p0137,Andrew Cunningham,2020,26,"University of South Australia, Adelaide, Australia"
p0220,Bastian Montoya,2020,26,"University of South Australia, Adelaide, Australia"
p2288,Ross T. Smith,2020,26,"University of South Australia, Adelaide, Australia"
p0303,Bruce H. Thomas,2020,26,"University of South Australia, Mawson Lakes, Australia"
p2647,Tim Dwyer,2020,26,"Monash University, Melbourne, VIC, Australia"
p2994,Yuhan Luo,2020,21,"University of Maryland, College Park, MD, USA"
p0282,Bongshin Lee,2020,21,"Microsoft Research, Redmond, WA, USA"
p0742,Eun Kyoung Choe,2020,21,"University of Maryland, College Park, MD, USA"
p1529,Kun-Ting Chen,2020,11,"Monash University, Melbourne, VIC, Australia"
p2647,Tim Dwyer,2020,11,"Monash University, Melbourne, VIC, Australia"
p1501,Kim Marriott,2020,11,"Monash University, Melbourne, VIC, Australia"
p0232,Benjamin Bach,2020,11,"University of Edinburgh, Edinburgh, United Kingdom"
p0957,Halden Lin,2020,31,"University of Washington, Seattle, WA, USA"
