entityId,year,citationcount,affiliation,paperID
p0358,2012,5,University of Utah,53e99a04b7602d970224ebfa
p0933,2012,5,Exxon Mobil Upstream Research Company,53e99a04b7602d970224ebfa
p2610,2012,5,University of Stuttgart,53e99a04b7602d970224ebfa
p1823,2011,3795,"Comput. Sci. Dept., Stanford Univ., Stanford, CA, USA",53e99a04b7602d9702250864
p2735,2011,3795,"Comput. Sci. Dept., Stanford Univ., Stanford, CA, USA",53e99a04b7602d9702250864
p1199,2011,3795,"Comput. Sci. Dept., Stanford Univ., Stanford, CA, USA",53e99a04b7602d9702250864
p2651,2008,20,"Microsoft Corporation, Redmond, WA, USA",53e99a14b7602d9702266866
p0274,2008,20,"Microsoft Corporation, Redmond, WA, USA",53e99a14b7602d9702266866
p3002,2008,20,"Microsoft Corporation, Redmond, WA, USA",53e99a14b7602d9702266866
p0282,2008,20,"Microsoft Corporation, Redmond, WA, USA",53e99a14b7602d9702266866
p3045,2014,24,"Stanford University, Stanford, CA",53e99a20b7602d9702277560
p2390,2014,24,"Georgia Institute of Technology, Atlanta, GA",53e99a20b7602d9702277560
p1336,2014,24,"Georgia Institute of Technology, Atlanta, GA",53e99a20b7602d9702277560
p0506,2002,58,,53e99a2ab7602d97022836e6
p1568,2007,38,Microsoft Research One Microsoft Way Redmond WA 98052 USA,53e99a2bb7602d970228810d
p0876,2007,38,Microsoft Research One Microsoft Way Redmond WA 98052 USA,53e99a2bb7602d970228810d
p0282,2007,38,Microsoft Research One Microsoft Way Redmond WA 98052 USA,53e99a2bb7602d970228810d
p1710,2007,12,Universitat Stuttgart,53e99a35b7602d9702290338
p2498,2007,12,Universitat Stuttgart,53e99a35b7602d9702290338
p1745,2007,12,Universitat Stuttgart,53e99a35b7602d9702290338
p2610,2007,12,Universitat Stuttgart,53e99a35b7602d9702290338
p2450,2005,78,,53e99a57b7602d97022bfc8d
p2721,2005,78,,53e99a57b7602d97022bfc8d
p2610,2005,78,,53e99a57b7602d97022bfc8d
p1731,2004,2,,53e99a92b7602d9702308123
p0506,2004,2,,53e99a92b7602d9702308123
p0698,2011,1,,53e99a9fb7602d97023181db
p0338,2011,1,,53e99a9fb7602d97023181db
p3045,2011,1,,53e99a9fb7602d97023181db
p1336,2011,1,,53e99a9fb7602d97023181db
p1815,2014,127,Microsoft Research,53e99aa5b7602d970231c6b2
p0134,2014,127,Arizona State University,53e99aa5b7602d970231c6b2
p2523,2014,127,Microsoft Research,53e99aa5b7602d970231c6b2
p0536,2014,127,Microsoft Research,53e99aa5b7602d970231c6b2
p0282,2014,127,Microsoft Research,53e99aa5b7602d970231c6b2
p0001,2014,127,University of Southampton,53e99aa5b7602d970231c6b2
p1121,2014,127,University of Washington,53e99aa5b7602d970231c6b2
p1897,2007,58,"Hewlett Packard Laboratories, CA. Electronic Mail: Ming.hao@hp.com",53e99aa5b7602d970231e044
p2726,2007,58,"Hewlett Packard Laboratories, CA. Electronic Mail: Umeshwar.dayal@hp.com",53e99aa5b7602d970231e044
p0506,2007,58,"University of Konstanz, Germany. Electronic Mail: keim@informatik.uni-konstanz.de",53e99aa5b7602d970231e044
p0634,2007,58,"University of Konstanz, Germany. Electronic Mail: Dominik.Morent@uni-konstanz.de",53e99aa5b7602d970231e044
p1297,2007,58,"University of Konstanz, Germany. Electronic Mail: schneide@inf.uni-konstanz.de",53e99aa5b7602d970231e044
p0282,2007,68,"Microsoft Research, One Microsoft Way, Redmond, WA",53e99aa6b7602d970231e4ea
p0876,2007,68,"Microsoft Research, One Microsoft Way, Redmond, WA",53e99aa6b7602d970231e4ea
p1752,2007,68,"Microsoft Research, One Microsoft Way, Redmond, WA",53e99aa6b7602d970231e4ea
p0489,2007,68,"Human-Computer Interaction Lab, Institute for Advanced Computer Studies, University of Maryland, College Park, MD",53e99aa6b7602d970231e4ea
p0506,1999,0,,53e99ac4b7602d9702340e4e
p1897,2010,25,"Hewlett Packard Laboratories, Palo Alto, California",53e99ac4b7602d9702341556
p2726,2010,25,"Hewlett Packard Laboratories, Palo Alto, California",53e99ac4b7602d9702341556
p2175,2010,25,"Hewlett Packard Laboratories, Palo Alto, California",53e99ac4b7602d9702341556
p0506,2010,25,"Department of Computer and Information Science, University of Konstanz, Konstanz, Germany",53e99ac4b7602d9702341556
p0959,2010,25,"Department of Computer and Information Science, University of Konstanz, Konstanz, Germany",53e99ac4b7602d9702341556
p0938,2012,7,,53e99ac4b7602d9702342215
p0792,2012,7,,53e99ac4b7602d9702342215
p2619,2012,7,,53e99ac4b7602d9702342215
p0518,2012,7,,53e99ac4b7602d9702342215
p2610,2012,7,,53e99ac4b7602d9702342215
p2610,2004,1,,53e99acab7602d970234dd86
p0506,2004,1,,53e99acab7602d970234dd86
p1880,2004,22,,53e99adcb7602d97023610e6
p0530,2004,22,,53e99adcb7602d97023610e6
p2610,2004,22,,53e99adcb7602d97023610e6
p2450,2005,366,"Institute for Visualization and Interactive Systems, University of Stuttgart",53e99addb7602d97023638ff
p1643,2005,366,"Institute for Visualization and Interactive Systems, University of Stuttgart",53e99addb7602d97023638ff
p2614,2005,366,"Institute for Visualization and Interactive Systems, University of Stuttgart",53e99addb7602d97023638ff
p2610,2005,366,"Institute for Visualization and Interactive Systems, University of Stuttgart",53e99addb7602d97023638ff
p2790,2004,64,"Stuttgart Univ., Germany|c|",53e99ae1b7602d97023662a0
p2065,2004,64,"Univ Stuttgart, D-7000 Stuttgart, Germany",53e99ae1b7602d97023662a0
p1744,2004,64,"Univ Stuttgart, D-7000 Stuttgart, Germany",53e99ae1b7602d97023662a0
p2610,2004,64,"Univ Stuttgart, D-7000 Stuttgart, Germany",53e99ae1b7602d97023662a0
p2310,1997,1,,53e99ae2b7602d970236833e
p2610,1997,1,,53e99ae2b7602d970236833e
p2273,2004,122,Bayer Technology,53e99b10b7602d970239f148
p0506,2004,122,University of Konstanz,53e99b10b7602d970239f148
p0404,2004,122,University of Konstanz,53e99b10b7602d970239f148
p1884,2004,122,University of Konstanz,53e99b10b7602d970239f148
p0791,2008,3,,53e99b1bb7602d97023b3b2b
p1749,2008,3,,53e99b1bb7602d97023b3b2b
p1199,2008,3,,53e99b1bb7602d97023b3b2b
p1652,2008,3,,53e99b1bb7602d97023b3b2b
p1350,2003,21,,53e99b2cb7602d97023c7de6
p1752,2003,21,,53e99b2cb7602d97023c7de6
p2356,2003,21,,53e99b2cb7602d97023c7de6
p1336,2003,21,,53e99b2cb7602d97023c7de6
p1859,2012,61,University of Stuttgart,53e99b30b7602d97023cbba0
p2892,2012,61,University of Stuttgart,53e99b30b7602d97023cbba0
p2610,2012,61,University of Stuttgart,53e99b30b7602d97023cbba0
p0506,1996,73,"Institute for Computer Science, University of Munich, Germany",53e99b36b7602d97023d5c86
p0474,2012,345,IBM Research,53e99b3cb7602d97023de209
p2177,2012,345,Microsoft Research,53e99b3cb7602d97023de209
p2396,2012,345,Microsoft Research,53e99b3cb7602d97023de209
p0002,2012,345,Microsoft Research,53e99b3cb7602d97023de209
p0282,2012,345,Microsoft Research,53e99b3cb7602d97023de209
p2489,2012,345,Microsoft Research,53e99b3cb7602d97023de209
p2038,2012,345,Microsoft Research,53e99b3cb7602d97023de209
p0869,2013,143,Fraunhofer Institute for Intelligent Analysis and Information Systems,53e99b43b7602d97023e435d
p1947,2013,143,Fraunhofer Institute for Intelligent Analysis and Information Systems,53e99b43b7602d97023e435d
p1002,2013,143,University of Stuttgart,53e99b43b7602d97023e435d
p2610,2013,143,University of Stuttgart,53e99b43b7602d97023e435d
p0874,2013,143,Fraunhofer Institute for Intelligent Analysis and Information Systems,53e99b43b7602d97023e435d
p2113,2013,143,San Diego State University,53e99b43b7602d97023e435d
p0598,2013,143,University of Stuttgart,53e99b43b7602d97023e435d
p1999,2002,17,"University of Stuttgart, Germany",53e99b4ab7602d97023ef1e0
p2610,2002,17,"University of Stuttgart, Germany",53e99b4ab7602d97023ef1e0
p2832,1999,2,"Computer Graphics Group, University of Erlangen",53e99b78b7602d9702421bca
p2310,1999,2,"Computer Graphics Group, University of Erlangen",53e99b78b7602d9702421bca
p0986,1999,2,"Computer Graphics Group, University of Erlangen",53e99b78b7602d9702421bca
p2610,1999,2,"Computer Graphics Group, University of Erlangen",53e99b78b7602d9702421bca
p0279,2007,51,"Seoul National University Bundang Hospital, 300 Gumi-dong, Bundand-gu, Seongnam-si, Gyeonggi-do 463-802, Republic of Korea",53e99b86b7602d970242afc8
p0282,2007,51,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",53e99b86b7602d970242afc8
p1282,2007,51,"Research Center for Genetic Medicine, Children's Research Institute, 111 Michigan Ave NW, Washington, DC 20010, USA",53e99b86b7602d970242afc8
p2369,2003,0,,53e99b9bb7602d9702443b6e
p2610,2003,0,,53e99b9bb7602d9702443b6e
p0120,2011,6,"Linnaeus University, Växjö, Sweden",53e99bb9b7602d970245d914
p0340,2011,6,"University of Maryland, HCiL-Hornbake South, MD",53e99bb9b7602d970245d914
p1336,2011,6,"Georgia Institute of Technology, Atlanta, GA",53e99bb9b7602d970245d914
p0803,2014,40,"Univ Stuttgart, Inst Visualizat & Interact Syst, Univ Str 38, D-70569 Stuttgart, Germany",53e99bc0b7602d970246adce
p2499,2014,40,"Univ Stuttgart, Inst Visualizat & Interact Syst, Univ Str 38, D-70569 Stuttgart, Germany",53e99bc0b7602d970246adce
p2495,2014,40,"Univ Stuttgart, Inst Visualizat & Interact Syst, Univ Str 38, D-70569 Stuttgart, Germany",53e99bc0b7602d970246adce
p2610,2014,40,"Univ Stuttgart, Inst Visualizat & Interact Syst, Univ Str 38, D-70569 Stuttgart, Germany",53e99bc0b7602d970246adce
p0506,2006,101,"Univ Konstanz, Databases Data Mining & Visualizat Grp, D-7750 Constance, Germany",53e99bd5b7602d9702480a41
p0806,2006,101,"Univ Konstanz, Databases Data Mining & Visualizat Grp, D-7750 Constance, Germany",53e99bd5b7602d9702480a41
p1412,2006,101,"Univ Konstanz, Databases Data Mining & Visualizat Grp, D-7750 Constance, Germany",53e99bd5b7602d9702480a41
p2674,2006,101,"Univ Konstanz, Databases Data Mining & Visualizat Grp, D-7750 Constance, Germany",53e99bd5b7602d9702480a41
p1412,2007,14,"University of Konstanz, Konstanz, Germany",53e99bdcb7602d9702485a5f
p1884,2007,14,"Stanford University, Palo Alto, CA",53e99bdcb7602d9702485a5f
p0506,2007,14,"University of Konstanz, Konstanz, Germany",53e99bdcb7602d9702485a5f
p0506,1994,105,"UNIV MUNICH,INST COMP SCI,D-80802 MUNICH,GERMANY",53e99be3b7602d970248b944
p0984,1994,105,"UNIV MUNICH,INST COMP SCI,D-80802 MUNICH,GERMANY",53e99be3b7602d970248b944
p2627,1994,105,"UNIV MUNICH,INST COMP SCI,D-80802 MUNICH,GERMANY",53e99be3b7602d970248b944
p1732,2008,6,,53e99be3b7602d970248b9c1
p2614,2008,6,,53e99be3b7602d970248b9c1
p1643,2008,6,,53e99be3b7602d970248b9c1
p2610,2008,6,,53e99be3b7602d970248b9c1
p2809,2011,159,"University of California, Berkeley, Berkeley, California, USA",53e99bf0b7602d9702499a0d
p1199,2011,159,"Stanford University, Stanford, California, USA",53e99bf0b7602d9702499a0d
p1370,2011,159,"University of California, Berkeley, Berkeley, California, USA",53e99bf0b7602d9702499a0d
p1652,2011,159,"University of California, Berkeley, Berkeley, California, USA",53e99bf0b7602d9702499a0d
p0076,2012,8,,53e99bf8b7602d97024a4750
p0516,2012,8,,53e99bf8b7602d97024a4750
p0792,2012,8,,53e99bf8b7602d97024a4750
p2610,2012,8,,53e99bf8b7602d97024a4750
p0803,2012,1,,53e99c05b7602d97024b4c18
p1859,2012,1,,53e99c05b7602d97024b4c18
p2610,2012,1,,53e99c05b7602d97024b4c18
p1199,2008,87,"University of California, Berkeley, Berkeley, CA, USA",53e99c0bb7602d97024b7d09
p1652,2008,87,"University of California, Berkeley, Berkeley, CA, USA",53e99c0bb7602d97024b7d09
p2809,2008,87,"University of California, Berkeley, Berkeley, CA, USA",53e99c0bb7602d97024b7d09
p2077,2009,8,,53e99c12b7602d97024bfca4
p0407,2009,8,,53e99c12b7602d97024bfca4
p2561,2009,8,,53e99c12b7602d97024bfca4
p0419,2009,8,,53e99c12b7602d97024bfca4
p2481,2009,8,,53e99c12b7602d97024bfca4
p2445,2009,8,,53e99c12b7602d97024bfca4
p2050,2009,8,,53e99c12b7602d97024bfca4
p0506,2009,8,,53e99c12b7602d97024bfca4
p2610,2003,72,,53e99c2fb7602d97024dc2f6
p1777,2000,43,,53e99c59b7602d970250b2ed
p2610,2000,43,,53e99c59b7602d970250b2ed
p1011,2007,20,"Department of Computer and Information Science, University of Konstanz, Germany",53e99c99b7602d970254d44b
p2643,2007,20,"Department of Computer and Information Science, University of Konstanz, Germany",53e99c99b7602d970254d44b
p0506,2007,20,"Department of Computer and Information Science, University of Konstanz, Germany",53e99c99b7602d970254d44b
p0288,1997,15,,53e99cb5b7602d970256a9bb
p1336,1997,15,,53e99cb5b7602d970256a9bb
p2737,1997,15,,53e99cb5b7602d970256a9bb
p1293,2004,74,"Palo Alto Research Center, Palo Alto, CA",53e99cedb7602d97025a2a09
p1199,2004,74,"University of California, Berkeley, CA",53e99cedb7602d97025a2a09
p1171,2012,519,Stanford University,53e99d05b7602d97025baa43
p0434,2012,519,Stanford University,53e99d05b7602d97025baa43
p1199,2012,519,Stanford University,53e99d05b7602d97025baa43
p0506,1991,13,,53e99d13b7602d97025c7351
p1539,1991,13,,53e99d13b7602d97025c7351
p2764,1991,13,,53e99d13b7602d97025c7351
p0623,2002,3,,53e99d1ab7602d97025cd543
p1999,2002,3,,53e99d1ab7602d97025cd543
p2567,2002,3,,53e99d1ab7602d97025cd543
p2610,2002,3,,53e99d1ab7602d97025cd543
p2477,1998,0,"AT&T Labs Research, Florham Park, NJ",53e99d28b7602d97025ddb21
p0506,1998,0,"University of Halle-Wittenberg, Germany",53e99d28b7602d97025ddb21
p1897,2010,26,"Hewlett Packard Labs, Palo Alto, CA 94304 USA",53e99d36b7602d97025ed3a4
p2726,2010,26,"Hewlett Packard Labs, Palo Alto, CA 94304 USA",53e99d36b7602d97025ed3a4
p2175,2010,26,"Hewlett Packard Labs, Palo Alto, CA 94304 USA",53e99d36b7602d97025ed3a4
p0506,2010,26,"Univ Konstanz, Constance, Germany",53e99d36b7602d97025ed3a4
p0958,2010,26,"Univ Konstanz, Constance, Germany",53e99d36b7602d97025ed3a4
p1313,1993,9,,53e99d3eb7602d97025f48e5
p2511,1993,9,,53e99d3eb7602d97025f48e5
p1776,1993,9,,53e99d3eb7602d97025f48e5
p0506,1993,9,,53e99d3eb7602d97025f48e5
p1330,1993,9,,53e99d3eb7602d97025f48e5
p0722,1993,9,,53e99d3eb7602d97025f48e5
p1507,2002,57,Visualization and Interactive Systems Group|University of Stuttgart,53e99d4bb7602d97026030c7
p2610,2002,57,Visualization and Interactive Systems Group|University of Stuttgart,53e99d4bb7602d97026030c7
p3000,2006,44,"Purdue Univ, Rendering & Perceptualizat Lab, W Lafayette, IN 47907 USA",53e99d51b7602d9702607ad1
p2162,2006,44,,53e99d51b7602d9702607ad1
p0124,2006,44,,53e99d51b7602d9702607ad1
p0574,2006,44,,53e99d51b7602d9702607ad1
p1478,2006,44,,53e99d51b7602d9702607ad1
p2610,2006,44,,53e99d51b7602d9702607ad1
p1199,2005,1078,"University of California, Berkeley, Berkeley, CA",53e99d7ab7602d97026363b6
p2534,2005,1078,"Palo Alto Research Center, Palo Alto, CA",53e99d7ab7602d97026363b6
p1145,2005,1078,"University of Washington, Seattle, WA",53e99d7ab7602d97026363b6
p0610,2011,63,"Stanford University, Palo Alto, CA, USA",53e99d8eb7602d970264b12c
p2540,2011,63,"Stanford University, Palo Alto, CA, USA",53e99d8eb7602d970264b12c
p2380,2011,63,"Stanford University, Palo Alto, CA, USA",53e99d8eb7602d970264b12c
p1918,2011,63,"Stanford University, Palo Alto, CA, USA",53e99d8eb7602d970264b12c
p1199,2011,63,"Stanford University, Palo Alto, CA, USA",53e99d8eb7602d970264b12c
p0506,1999,109,University of Halle-Wittenberg,53e99d96b7602d9702651e75
p1747,1999,67,"Visualization & Interactive Syst. Group, Stuttgart Univ., Germany",53e99d9db7602d9702657276
p0823,1999,67,,53e99d9db7602d9702657276
p2827,1999,67,,53e99d9db7602d9702657276
p2610,1999,67,,53e99d9db7602d9702657276
p2310,1997,50,"UNIV ERLANGEN NURNBERG, D-8520 ERLANGEN, GERMANY",53e99da4b7602d97026621f4
p2610,1997,50,"Inst. for Visualization and Interactive Systems, University of Stuttgart, Universitätsstr. 38, 70569 Stuttgart, Germany",53e99da4b7602d97026621f4
p1962,2011,83,"Stanford University, Palo Alto, CA, USA",53e99daab7602d9702667177
p0226,2011,83,"Stanford University, Palo Alto, CA, USA",53e99daab7602d9702667177
p2706,2011,83,"Stanford University, Palo Alto, CA, USA",53e99daab7602d9702667177
p1644,2011,83,"Stanford University, Palo Alto, CA, USA",53e99daab7602d9702667177
p2919,2011,83,"Stanford University, Palo Alto, CA, USA",53e99daab7602d9702667177
p2289,2011,83,"Stanford University, Palo Alto, CA, USA",53e99daab7602d9702667177
p1199,2011,83,"Stanford University, Palo Alto, CA, USA",53e99daab7602d9702667177
p2966,2012,46,Google Inc. kang.younah@gmail.com,53e99db7b7602d9702674096
p1336,2012,46,"Georgia Inst Technol, Sch Interact Comp, Atlanta, GA 30332 USA",53e99db7b7602d9702674096
p1336,1990,783,"GEORGIA INST TECHNOL,COLL COMP,ATLANTA,GA 30332, USA",53e99ddbb7602d970269f0c6
p0279,2009,14,Seoul National University,53e99df0b7602d97026aeabf
p0282,2009,14,Microsoft Research,53e99df0b7602d97026aeabf
p2548,2009,14,Children's National Medical Center,53e99df0b7602d97026aeabf
p0726,2009,14,"Children''s Hospital National Medical Center, USA",53e99df0b7602d97026aeabf
p1282,2009,14,Seoul National University,53e99df0b7602d97026aeabf
p1710,2008,16,"Visualization & Interactive Syst. Inst., Stuttgart Univ., Stuttgart",53e99df0b7602d97026aef83
p2610,2008,16,"Visualization & Interactive Syst. Inst., Stuttgart Univ., Stuttgart",53e99df0b7602d97026aef83
p1199,2009,374,"Stanford University, Stanford, CA, USA",53e99e3eb7602d97027048c5
p1971,2009,374,"University of California, Berkeley, Berkeley, CA, USA",53e99e3eb7602d97027048c5
p1652,2009,374,"University of California, Berkeley, Berkeley, CA, USA",53e99e3eb7602d97027048c5
p0408,1999,15,,53e99e3fb7602d9702705414
p2610,1999,15,,53e99e3fb7602d9702705414
p1744,2007,19,"Univ Stuttgart, Visualizat & Interact Syst Grp, D-7000 Stuttgart, Germany",53e99e45b7602d9702708c6f
p1643,2007,19,"Univ Stuttgart, Visualizat & Interact Syst Grp, D-7000 Stuttgart, Germany",53e99e45b7602d9702708c6f
p2614,2007,19,"Univ Stuttgart, Visualizat & Interact Syst Grp, D-7000 Stuttgart, Germany",53e99e45b7602d9702708c6f
p2610,2007,19,"Univ Stuttgart, Visualizat & Interact Syst Grp, D-7000 Stuttgart, Germany",53e99e45b7602d9702708c6f
p1869,2010,0,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-7000 Stuttgart, Germany",53e99e4cb7602d970270eb43
p0930,2010,0,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-7000 Stuttgart, Germany",53e99e4cb7602d970270eb43
p2366,2010,0,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-7000 Stuttgart, Germany",53e99e4cb7602d970270eb43
p2610,2010,0,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-7000 Stuttgart, Germany",53e99e4cb7602d970270eb43
p0421,2000,35,"Computer Graphics Group (IMMD IX), University of Erlangen, Am Weichselgarten 9, Erlangen, D-91058, [email protected], [email protected], [email protected]",53e99e53b7602d9702715883
p1554,2000,35,"Computer Graphics Group (IMMD IX), University of Erlangen, Am Weichselgarten 9, Erlangen, D-91058, [email protected], [email protected], [email protected]",53e99e53b7602d9702715883
p2610,2000,35,"Computer Graphics Group (IMMD IX), University of Erlangen, Am Weichselgarten 9, Erlangen, D-91058, [email protected], [email protected], [email protected]",53e99e53b7602d9702715883
p2968,2009,111,,53e99e5bb7602d970271da26
p0338,2009,111,,53e99e5bb7602d970271da26
p1336,2009,111,,53e99e5bb7602d970271da26
p1747,1998,63,"Erlangen-Nurnberg Univ., Germany",53e99e6ab7602d9702730722
p2624,1998,63,,53e99e6ab7602d9702730722
p2610,1998,63,,53e99e6ab7602d9702730722
p1002,2013,178,"Visualization and Interactive Systems, University of Stuttgart",53e99e78b7602d970273a4d0
p0598,2013,178,"Visualization and Interactive Systems, University of Stuttgart",53e99e78b7602d970273a4d0
p0804,2013,178,"Visualization and Interactive Systems, University of Stuttgart",53e99e78b7602d970273a4d0
p0685,2013,178,"Visualization and Interactive Systems, University of Stuttgart",53e99e78b7602d970273a4d0
p2498,2013,178,"Visualization and Interactive Systems, University of Stuttgart",53e99e78b7602d970273a4d0
p2247,2013,178,"Visualization and Interactive Systems, University of Stuttgart",53e99e78b7602d970273a4d0
p1869,2013,178,"Visualization and Interactive Systems, University of Stuttgart",53e99e78b7602d970273a4d0
p2610,2013,178,"Visualization and Interactive Systems, University of Stuttgart",53e99e78b7602d970273a4d0
p1199,2004,129,"University of California, Berkeley, CA",53e99e7fb7602d9702743d6e
p2534,2004,129,"Palo Alto Research Center, Palo Alto, CA",53e99e7fb7602d9702743d6e
p2610,2002,0,,53e99e8cb7602d97027535f3
p1256,2008,2,"Dept. of Computer Science, UNC, Charlotte, USA",53e99e93b7602d97027590c7
p0967,2008,2,"Shanghai Key Lab of Trustworthy Computing, East China Normal University, Shanghai, China",53e99e93b7602d97027590c7
p0172,2008,2,"Shanghai Key Lab of Trustworthy Computing, East China Normal University, Shanghai, China",53e99e93b7602d97027590c7
p0506,2008,2,"Institute of Computer Science, University of Konstanz, Konstamz, Germany",53e99e93b7602d97027590c7
p1256,2008,40,"University of North Carolina at Charlotte, Charlotte, NC, USA",53e99e99b7602d970275fd6e
p2999,2008,40,"University of North Carolina at Charlotte, Charlotte, NC, USA",53e99e99b7602d970275fd6e
p0967,2008,40,"University of North Carolina at Charlotte, Charlotte, NC, USA",53e99e99b7602d970275fd6e
p0506,2008,40,"University of Konstanz, Konstanz, Germany",53e99e99b7602d970275fd6e
p3072,2008,40,"China University of Petroleum, Dongyong, China",53e99e99b7602d970275fd6e
p1396,2003,49,,53e99ea0b7602d970276640f
p2211,2003,49,,53e99ea0b7602d970276640f
p1336,2003,49,,53e99ea0b7602d970276640f
p0506,2004,170,"Constance Univ., Konstanz, Germany|c|",558a410484ae84d265bc81e7
p2508,2004,170,"AT and T Laboratories Research, Shannon Laboratory, Florham Park, NJ, USA",558a410484ae84d265bc81e7
p0404,2004,170,"University of Constance, Konstanz, Germany",558a410484ae84d265bc81e7
p2080,2000,8,,53e99eb5b7602d9702781601
p0415,2000,8,,53e99eb5b7602d9702781601
p1421,2000,8,,53e99eb5b7602d9702781601
p0247,2000,8,,53e99eb5b7602d9702781601
p2610,2000,8,,53e99eb5b7602d9702781601
p0076,2011,20,,53e99ed8b7602d97027a05b2
p1002,2011,20,,53e99ed8b7602d97027a05b2
p2498,2011,20,,53e99ed8b7602d97027a05b2
p2610,2011,20,,53e99ed8b7602d97027a05b2
p0804,2012,177,Universoty of Stuttgart,53e99edfb7602d97027a8bba
p2498,2012,177,Universoty of Stuttgart,53e99edfb7602d97027a8bba
p1002,2012,177,Universoty of Stuttgart,53e99edfb7602d97027a8bba
p2610,2012,177,Universoty of Stuttgart,53e99edfb7602d97027a8bba
p1871,2004,3,University of Stuttgart,53e99ee6b7602d97027b0eb5
p2610,2004,3,University of Stuttgart,53e99ee6b7602d97027b0eb5
p0506,2009,10,"University of Konstanz, Germany",53e9bd8cb7602d9704a3438f
p0533,2009,10,"University of Konstanz, Germany",53e9bd8cb7602d9704a3438f
p0407,2009,10,"University of Konstanz, Germany",53e9bd8cb7602d9704a3438f
p0223,2006,42,,53e99f20b7602d97027edb14
p2610,2006,42,,53e99f20b7602d97027edb14
p1486,2006,42,,53e99f20b7602d97027edb14
p0361,2010,24,"Universität Stuttgart, Stuttgart, Germany",53e99f35b7602d970280506f
p0412,2010,24,"Universität Stuttgart, Stuttgart, Germany",53e99f35b7602d970280506f
p1044,2010,24,"Universität Stuttgart, Stuttgart, Germany",53e99f35b7602d970280506f
p2498,2010,24,"Universität Stuttgart, Stuttgart, Germany",53e99f35b7602d970280506f
p2610,2010,24,"Universität Stuttgart, Stuttgart, Germany",53e99f35b7602d970280506f
p0120,2009,130,,53e99f35b7602d97028060bc
p1336,2009,130,,53e99f35b7602d97028060bc
p1187,2009,130,,53e99f35b7602d97028060bc
p0395,2009,130,,53e99f35b7602d97028060bc
p2610,2008,1,,53e99f70b7602d970284691a
p0234,2005,522,"University of Konstanz, Konstanz, Germany",53e99fa9b7602d970287f6c9
p0506,2005,522,"University of Konstanz, Konstanz, Germany",53e99fa9b7602d970287f6c9
p0616,2005,522,"University of Konstanz, Konstanz, Germany",53e99fa9b7602d970287f6c9
p2674,2005,522,"University of Konstanz, Konstanz, Germany",53e99fa9b7602d970287f6c9
p0591,2005,522,"University of Konstanz, Konstanz, Germany",53e99fa9b7602d970287f6c9
p2610,2005,0,,53e99fafb7602d97028898ca
p0407,2010,5,"Arbeitsgruppe Datenbanken, Datenanalyse und Visualisierung, Fachbereich Informatik und Informationswissenschaft, Universität Konstanz, Universitätsstrasse 10, 78464 Konstanz, Deutschland",53e99ff0b7602d97028cfa48
p2498,2010,5,"Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart, Universitätsstrasse 38, 70569 Stuttgart, Deutschland",53e99ff0b7602d97028cfa48
p0361,2010,5,"Institut für Maschinelle Sprachverarbeitung, Universität Stuttgart, Azenbergstr. 12, 70174 Stuttgart, Deutschland",53e99ff0b7602d97028cfa48
p0887,2010,5,"Abteilung Automatische Sprachverarbeitung, Institut für Informatik, Universität Leipzig, Johannisgasse 26, 04103 Leipzig, Deutschland",53e99ff0b7602d97028cfa48
p0890,2010,5,"Abteilung Bild und Signalverarbeitung, Institut für Informatik, Universität Leipzig, Johannisgasse 26, 04103 Leipzig, Deutschland",53e99ff0b7602d97028cfa48
p2610,2010,5,"Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart, Universitätsstrasse 38, 70569 Stuttgart, Deutschland",53e99ff0b7602d97028cfa48
p1044,2010,5,"Institut für Maschinelle Sprachverarbeitung, Universität Stuttgart, Azenbergstr. 12, 70174 Stuttgart, Deutschland",53e99ff0b7602d97028cfa48
p0506,2010,5,"Arbeitsgruppe Datenbanken, Datenanalyse und Visualisierung, Fachbereich Informatik und Informationswissenschaft, Universität Konstanz, Universitätsstrasse 10, 78464 Konstanz, Deutschland",53e99ff0b7602d97028cfa48
p0530,2007,52,IEEE Computer Society,53e9a011b7602d97028f26a0
p2673,2007,52,,53e9a011b7602d97028f26a0
p2610,2007,52,IEEE Computer Society,53e9a011b7602d97028f26a0
p0407,2012,20,"Department of Computer Science, University of Konstanz, Germany",53e9a01fb7602d970290185b
p1844,2012,20,"Department of Computer Science, University of Konstanz, Germany",53e9a01fb7602d970290185b
p2617,2012,20,"Research Unit “Quantitative Language Comparison”, LMU Munich, Germany and Department of Linguistics, University of Konstanz, Germany",53e9a01fb7602d970290185b
p0254,2012,20,"Department of Linguistics, Stockholm University, Sweden",53e9a01fb7602d970290185b
p0506,2012,20,"Department of Computer Science, University of Konstanz, Germany",53e9a01fb7602d970290185b
p0876,2009,44,"Microsoft Research, Redmond, WA",53e9a058b7602d970293d14f
p0574,2009,44,"School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN",53e9a058b7602d970293d14f
